ID	collection	procedence	GC_ID	n_contigs	tot_length	N50	N90	n_genes	quality	kingdom	phylum	class	order	family	genus	taxonomic_group	host	compartment	soil	alternative_ID	plate_position	acession_number	RSV_V2V4_ID	RSV_V5V7_ID	copy_number_16S
Rhizo4198	Rhizobiales	AgBiome		NA	5648538	NA	NA	5410	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Zea mays	Other (plant)		AIM008851			NA	NA	NA
Rhizo4186	Rhizobiales	AgBiome		NA	5678265	NA	NA	5410	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Zea mays	Other (plant)		AIM008719			NA	NA	NA
Rhizo4175	Rhizobiales	AgBiome		NA	5641328	NA	NA	5447	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Zea mays	Other (plant)		AIM008682			NA	NA	NA
Rhizo4276	Rhizobiales	AgBiome		NA	5782673	NA	NA	5511	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Glycine max	Root		AIM010110			NA	NA	NA
Rhizo4101	Rhizobiales	AgBiome		NA	5765289	NA	NA	5522	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Glycine max	Root		AIM006747			NA	NA	NA
Rhizo4599	Rhizobiales	AgBiome		NA	5724984	NA	NA	5502	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Other plant	Other (plant)		AIM014366			NA	NA	NA
Rhizo4336	Rhizobiales	AgBiome		NA	5693822	NA	NA	5393	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Glycine max	Root		AIM010696			NA	NA	NA
Rhizo4443	Rhizobiales	AgBiome		NA	5831411	NA	NA	5549	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Avena sativa	Root		AIM012632			NA	NA	NA
Rhizo4213	Rhizobiales	AgBiome		NA	5719638	NA	NA	5451	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Glycine max	Root		AIM009815			NA	NA	NA
Rhizo4106	Rhizobiales	AgBiome		NA	5385368	NA	NA	5085	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Glycine max	Other (plant)		AIM007037			NA	NA	NA
Rhizo4122	Rhizobiales	AgBiome		NA	5384852	NA	NA	5081	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Glycine max	Other (plant)		AIM007092			NA	NA	NA
Rhizo4131	Rhizobiales	AgBiome		NA	5383452	NA	NA	5079	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Glycine max	Other (plant)		AIM007118			NA	NA	NA
Rhizo4197	Rhizobiales	AgBiome		NA	5614227	NA	NA	5356	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Zea mays	Other (plant)		AIM008801			NA	NA	NA
Rhizo4510	Rhizobiales	AgBiome		NA	5749033	NA	NA	5567	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Insect	Insect		AIM013209			NA	NA	NA
Rhizo4007	Rhizobiales	AgBiome		NA	5423814	NA	NA	5128	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Glycine max	Root		AIM002084			NA	NA	NA
Rhizo4601	Rhizobiales	AgBiome		NA	5682710	NA	NA	5345	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Other plant	Other (plant)		AIM014372			NA	NA	NA
Rhizo4598	Rhizobiales	AgBiome		NA	5680579	NA	NA	5342	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Other plant	Other (plant)		AIM014360			NA	NA	NA
Rhizo4577	Rhizobiales	AgBiome		NA	5681471	NA	NA	5350	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Other plant	Other (plant)		AIM014242			NA	NA	NA
Rhizo4574	Rhizobiales	AgBiome		NA	5677885	NA	NA	5351	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Other plant	Other (plant)		AIM014231			NA	NA	NA
Rhizo4581	Rhizobiales	AgBiome		NA	5654778	NA	NA	5397	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Other plant	Other (plant)		AIM014256			NA	NA	NA
Rhizo4332	Rhizobiales	AgBiome		NA	5452069	NA	NA	5160	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Glycine max	Root		AIM010685			NA	NA	NA
Rhizo4600	Rhizobiales	AgBiome		NA	5436142	NA	NA	5155	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Other plant	Other (plant)		AIM014370			NA	NA	NA
Rhizo4603	Rhizobiales	AgBiome		NA	5438170	NA	NA	5156	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Other plant	Other (plant)		AIM014386			NA	NA	NA
Rhizo4568	Rhizobiales	AgBiome		NA	5428908	NA	NA	5150	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Insect	Insect		AIM013995			NA	NA	NA
Rhizo4567	Rhizobiales	AgBiome		NA	5426882	NA	NA	5150	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Insect	Insect		AIM013988			NA	NA	NA
Rhizo4570	Rhizobiales	AgBiome		NA	5428613	NA	NA	5150	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Insect	Insect		AIM014002			NA	NA	NA
Rhizo4569	Rhizobiales	AgBiome		NA	5427444	NA	NA	5151	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Insect	Insect		AIM013999			NA	NA	NA
Rhizo4571	Rhizobiales	AgBiome		NA	5430127	NA	NA	5158	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Insect	Insect		AIM014007			NA	NA	NA
Rhizo4572	Rhizobiales	AgBiome		NA	5423912	NA	NA	5156	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Insect	Insect		AIM014014			NA	NA	NA
Rhizo4334	Rhizobiales	AgBiome		NA	5718963	NA	NA	5452	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Glycine max	Root		AIM010691			NA	NA	NA
Rhizo4009	Rhizobiales	AgBiome		NA	5563561	NA	NA	5291	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Zea mays	Root		AIM002375			NA	NA	NA
Rhizo4343	Rhizobiales	AgBiome		NA	5714552	NA	NA	5463	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Glycine max	Root		AIM010727			NA	NA	NA
Rhizo4084	Rhizobiales	AgBiome		NA	5639520	NA	NA	5414	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Zea mays	Root		AIM005656			NA	NA	NA
Rhizo4062	Rhizobiales	AgBiome		NA	5703257	NA	NA	5430	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Glycine max	Root		AIM005138			NA	NA	NA
Rhizo4065	Rhizobiales	AgBiome		NA	5702422	NA	NA	5429	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Glycine max	Root		AIM005159			NA	NA	NA
Rhizo4113	Rhizobiales	AgBiome		NA	5767888	NA	NA	5467	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Glycine max	Other (plant)		AIM007050			NA	NA	NA
Rhizo4138	Rhizobiales	AgBiome		NA	5637435	NA	NA	5353	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Glycine max	Other (plant)		AIM007141			NA	NA	NA
Rhizo4139	Rhizobiales	AgBiome		NA	5640751	NA	NA	5358	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Glycine max	Other (plant)		AIM007145			NA	NA	NA
Rhizo4340	Rhizobiales	AgBiome		NA	5683522	NA	NA	5422	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Glycine max	Root		AIM010703			NA	NA	NA
Rhizo4112	Rhizobiales	AgBiome		NA	5635668	NA	NA	5350	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Glycine max	Other (plant)		AIM007048			NA	NA	NA
Rhizo4104	Rhizobiales	AgBiome		NA	5633800	NA	NA	5342	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Glycine max	Other (plant)		AIM007029			NA	NA	NA
Rhizo4123	Rhizobiales	AgBiome		NA	5634661	NA	NA	5354	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Glycine max	Other (plant)		AIM007094			NA	NA	NA
Rhizo4130	Rhizobiales	AgBiome		NA	5766331	NA	NA	5467	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Glycine max	Other (plant)		AIM007117			NA	NA	NA
Rhizo4008	Rhizobiales	AgBiome		NA	5631219	NA	NA	5343	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Glycine max	Root		AIM002219			NA	NA	NA
Rhizo4214	Rhizobiales	AgBiome		NA	6063337	NA	NA	5807	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Glycine max	Root		AIM009816			NA	NA	NA
Rhizo4116	Rhizobiales	AgBiome		NA	5848234	NA	NA	5501	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Glycine max	Other (plant)		AIM007058			NA	NA	NA
Rhizo4342	Rhizobiales	AgBiome		NA	5600496	NA	NA	5337	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Glycine max	Root		AIM010723			NA	NA	NA
Rhizo4006	Rhizobiales	AgBiome		NA	5581032	NA	NA	5322	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Glycine max	Root		AIM002081			NA	NA	NA
Rhizo3033	Rhizobiales	NCBI		NA	6297907	NA	NA	5913	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium					KFB 330			NA	NA	NA
Rhizo3420	Rhizobiales	NCBI		NA	5325139	NA	NA	5019	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium					39/7			NA	NA	NA
Rhizo3005	Rhizobiales	NCBI		NA	5465705	NA	NA	5169	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium					F2			NA	NA	NA
Rhizo3024	Rhizobiales	NCBI		NA	6003183	NA	NA	5718	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium					S2			NA	NA	NA
Rhizo3036	Rhizobiales	NCBI		NA	5601128	NA	NA	5300	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium					LC34			NA	NA	NA
Rhizo2075	Rhizobiales	AtSPHERE		NA	5804683	NA	NA	5598	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Arabidopsis thaliana	Root		Root651			NA	NA	NA
Rhizo3037	Rhizobiales	NCBI		NA	6013863	NA	NA	5826	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium					SUL3			NA	NA	NA
Rhizo3378	Rhizobiales	NCBI		NA	5464982	NA	NA	5256	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium					IRBG74			NA	NA	NA
Rhizo4654	Rhizobiales	AgBiome		NA	5034344	NA	NA	4826	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Cucumis sativus	Other (plant)		AIM014640			NA	NA	NA
Rhizo4630	Rhizobiales	AgBiome		NA	5126806	NA	NA	4917	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Oryza sativa	Other (plant)		AIM014531			NA	NA	NA
Rhizo4638	Rhizobiales	AgBiome		NA	5170689	NA	NA	4995	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Oryza sativa	Other (plant)		AIM014546			NA	NA	NA
Rhizo4648	Rhizobiales	AgBiome		NA	5168935	NA	NA	4998	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Other plant	Other (plant)		AIM014593			NA	NA	NA
Rhizo4624	Rhizobiales	AgBiome		NA	5167766	NA	NA	5004	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Oryza sativa	Other (plant)		AIM014518			NA	NA	NA
Rhizo4634	Rhizobiales	AgBiome		NA	5171750	NA	NA	5000	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Oryza sativa	Other (plant)		AIM014541			NA	NA	NA
Rhizo4655	Rhizobiales	AgBiome		NA	5022980	NA	NA	4830	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Cucumis sativus	Other (plant)		AIM014646			NA	NA	NA
Rhizo4645	Rhizobiales	AgBiome		NA	5170094	NA	NA	4998	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Other plant	Other (plant)		AIM014580			NA	NA	NA
Rhizo4646	Rhizobiales	AgBiome		NA	5143553	NA	NA	4941	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Other plant	Other (plant)		AIM014583			NA	NA	NA
Rhizo4656	Rhizobiales	AgBiome		NA	5145225	NA	NA	4950	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Cucumis sativus	Other (plant)		AIM014647			NA	NA	NA
Rhizo4658	Rhizobiales	AgBiome		NA	4956709	NA	NA	4765	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Cucumis sativus	Other (plant)		AIM014655			NA	NA	NA
Rhizo4764	Rhizobiales	AgBiome		NA	4934798	NA	NA	4729	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Cucumis sativus	Other (plant)		AIM015603			NA	NA	NA
Rhizo4743	Rhizobiales	AgBiome		NA	4958338	NA	NA	4765	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Oryza sativa	Other (plant)		AIM015447			NA	NA	NA
Rhizo4744	Rhizobiales	AgBiome		NA	4955432	NA	NA	4761	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Oryza sativa	Other (plant)		AIM015448			NA	NA	NA
Rhizo4665	Rhizobiales	AgBiome		NA	4936808	NA	NA	4734	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Cucumis sativus	Other (plant)		AIM014704			NA	NA	NA
Rhizo4651	Rhizobiales	AgBiome		NA	5032021	NA	NA	4823	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Zea mays	Other (plant)		AIM014632			NA	NA	NA
Rhizo4783	Rhizobiales	AgBiome		NA	5073992	NA	NA	4893	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Cucumis sativus	Other (plant)		AIM015852			NA	NA	NA
Rhizo4763	Rhizobiales	AgBiome		NA	4958648	NA	NA	4783	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Cucumis sativus	Other (plant)		AIM015602			NA	NA	NA
Rhizo4622	Rhizobiales	AgBiome		NA	5169225	NA	NA	4998	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Oryza sativa	Other (plant)		AIM014516			NA	NA	NA
Rhizo4628	Rhizobiales	AgBiome		NA	5170577	NA	NA	5005	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Oryza sativa	Other (plant)		AIM014526			NA	NA	NA
Rhizo4797	Rhizobiales	AgBiome		NA	5146129	NA	NA	4948	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Cucumis sativus	Other (plant)		AIM016109			NA	NA	NA
Rhizo4644	Rhizobiales	AgBiome		NA	5167410	NA	NA	5002	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Other plant	Other (plant)		AIM014573			NA	NA	NA
Rhizo4641	Rhizobiales	AgBiome		NA	5165036	NA	NA	4998	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Oryza sativa	Other (plant)		AIM014552			NA	NA	NA
Rhizo4643	Rhizobiales	AgBiome		NA	5143213	NA	NA	4958	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Other plant	Other (plant)		AIM014564			NA	NA	NA
Rhizo4796	Rhizobiales	AgBiome		NA	5141035	NA	NA	4960	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Cucumis sativus	Other (plant)		AIM016108			NA	NA	NA
Rhizo4636	Rhizobiales	AgBiome		NA	5158422	NA	NA	5011	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Oryza sativa	Other (plant)		AIM014543			NA	NA	NA
Rhizo4617	Rhizobiales	AgBiome		NA	5025342	NA	NA	4832	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Cucumis sativus	Other (plant)		AIM014503			NA	NA	NA
Rhizo4631	Rhizobiales	AgBiome		NA	5160252	NA	NA	5007	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Oryza sativa	Other (plant)		AIM014536			NA	NA	NA
Rhizo3405	Rhizobiales	NCBI		NA	5550942	NA	NA	5446	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium					H41			NA	NA	NA
Rhizo3332	Rhizobiales	NCBI		NA	5268198	NA	NA	5401	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium					HPC(L)			NA	NA	NA
Rhizo4647	Rhizobiales	AgBiome		NA	5363102	NA	NA	5163	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Other plant	Other (plant)		AIM014590			NA	NA	NA
Rhizo4650	Rhizobiales	AgBiome		NA	5207664	NA	NA	5030	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Zea mays	Other (plant)		AIM014620			NA	NA	NA
Rhizo4795	Rhizobiales	AgBiome		NA	5204247	NA	NA	5028	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Oryza sativa	Other (plant)		AIM016077			NA	NA	NA
Rhizo4767	Rhizobiales	AgBiome		NA	5186609	NA	NA	5000	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Oryza sativa	Other (plant)		AIM015613			NA	NA	NA
Rhizo4761	Rhizobiales	AgBiome		NA	5345963	NA	NA	5144	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Other plant	Other (plant)		AIM015582			NA	NA	NA
Rhizo3021	Rhizobiales	NCBI		NA	5304664	NA	NA	5050	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium					33MFTa1.1			NA	NA	NA
Rhizo3419	Rhizobiales	NCBI		NA	5229696	NA	NA	4970	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium					UR51a			NA	NA	NA
Rhizo4509	Rhizobiales	AgBiome		NA	5232007	NA	NA	5011	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Insect	Insect		AIM013178			NA	NA	NA
Rhizo4148	Rhizobiales	AgBiome		NA	5340451	NA	NA	5125	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Zea mays	Other (plant)		AIM007756			NA	NA	NA
Rhizo4525	Rhizobiales	AgBiome		NA	5295415	NA	NA	5083	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Zea mays	Other (plant)		AIM013621			NA	NA	NA
Rhizo4662	Rhizobiales	AgBiome		NA	5428146	NA	NA	5193	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Cucumis sativus	Other (plant)		AIM014667			NA	NA	NA
Rhizo4659	Rhizobiales	AgBiome		NA	5476415	NA	NA	5301	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Cucumis sativus	Other (plant)		AIM014658			NA	NA	NA
Rhizo4660	Rhizobiales	AgBiome		NA	5478411	NA	NA	5282	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Cucumis sativus	Other (plant)		AIM014659			NA	NA	NA
Rhizo3018	Rhizobiales	NCBI		NA	5373510	NA	NA	5365	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium					S33			NA	NA	NA
Rhizo3009	Rhizobiales	NCBI		NA	5422599	NA	NA	5088	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium					Cherry 2E-2-2			NA	NA	NA
Rhizo3002	Rhizobiales	NCBI		NA	5674258	NA	NA	5346	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium					C58			NA	NA	NA
Rhizo3025	Rhizobiales	NCBI		NA	5611635	NA	NA	5299	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium					LBA4404			NA	NA	NA
Rhizo3034	Rhizobiales	NCBI		NA	5615171	NA	NA	5373	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium					F4			NA	NA	NA
Rhizo4839	Rhizobiales	AgBiome		NA	5620858	NA	NA	5307	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Other plant	Leaf		AIM018671			NA	NA	NA
Rhizo3004	Rhizobiales	NCBI		NA	5457251	NA	NA	5187	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium					ATCC 31749			NA	NA	NA
Rhizo4085	Rhizobiales	AgBiome		NA	5682439	NA	NA	5434	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Zea mays	Root		AIM005662			NA	NA	NA
Rhizo3015	Rhizobiales	NCBI		NA	4966114	NA	NA	4664	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium					UNC420CL41Cvi			NA	NA	NA
Rhizo3011	Rhizobiales	NCBI		NA	4799379	NA	NA	4502	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium					224MFTsu3.1			NA	NA	NA
Rhizo4045	Rhizobiales	AgBiome		NA	5035720	NA	NA	4749	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Glycine max	Root		AIM003867			NA	NA	NA
Rhizo4246	Rhizobiales	AgBiome		NA	5302701	NA	NA	5055	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Glycine max	Root		AIM009945			NA	NA	NA
Rhizo4053	Rhizobiales	AgBiome		NA	4992793	NA	NA	4877	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Glycine max	Root		AIM003885			NA	NA	NA
Rhizo4020	Rhizobiales	AgBiome		NA	5042777	NA	NA	4705	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Zea mays	Root		AIM002627			NA	NA	NA
Rhizo4031	Rhizobiales	AgBiome		NA	5044939	NA	NA	4703	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Zea mays	Root		AIM002835			NA	NA	NA
Rhizo4028	Rhizobiales	AgBiome		NA	5038946	NA	NA	4702	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Glycine max	Root		AIM002721			NA	NA	NA
Rhizo4015	Rhizobiales	AgBiome		NA	5042391	NA	NA	4695	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Zea mays	Root		AIM002603			NA	NA	NA
Rhizo4016	Rhizobiales	AgBiome		NA	5043139	NA	NA	4704	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Zea mays	Root		AIM002604			NA	NA	NA
Rhizo4021	Rhizobiales	AgBiome		NA	5042568	NA	NA	4703	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Zea mays	Root		AIM002632			NA	NA	NA
Rhizo4024	Rhizobiales	AgBiome		NA	5042289	NA	NA	4696	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Glycine max	Root		AIM002708			NA	NA	NA
Rhizo4014	Rhizobiales	AgBiome		NA	5043696	NA	NA	4705	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Zea mays	Root		AIM002602			NA	NA	NA
Rhizo4017	Rhizobiales	AgBiome		NA	5040587	NA	NA	4701	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Zea mays	Root		AIM002605			NA	NA	NA
Rhizo4029	Rhizobiales	AgBiome		NA	5041343	NA	NA	4701	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Glycine max	Root		AIM002749			NA	NA	NA
Rhizo4018	Rhizobiales	AgBiome		NA	5041873	NA	NA	4702	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Zea mays	Root		AIM002606			NA	NA	NA
Rhizo4023	Rhizobiales	AgBiome		NA	5037685	NA	NA	4700	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Glycine max	Root		AIM002692			NA	NA	NA
Rhizo4025	Rhizobiales	AgBiome		NA	5037761	NA	NA	4721	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Glycine max	Root		AIM002709			NA	NA	NA
Rhizo4027	Rhizobiales	AgBiome		NA	5039692	NA	NA	4702	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Glycine max	Root		AIM002712			NA	NA	NA
Rhizo4012	Rhizobiales	AgBiome		NA	5036932	NA	NA	4692	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Zea mays	Root		AIM002600			NA	NA	NA
Rhizo4013	Rhizobiales	AgBiome		NA	5040656	NA	NA	4707	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Zea mays	Root		AIM002601			NA	NA	NA
Rhizo4026	Rhizobiales	AgBiome		NA	5037358	NA	NA	4707	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales		Agrobacterium		Glycine max	Root		AIM002711			NA	NA	NA
